call_letters,station_name,frequency,format,market_city,market_state,market_rank,owner,address,phone_main,phone_direct,phone_studio,contact_name,contact_title,contact_email,best_call_days,best_call_time_start,best_call_time_end,timezone,last_called,last_result,follow_up_date,status,notes,verified_date,source
KAUJ,,100.9 FM,,Grafton,ND,,"Simmons Broadcasting, INC","9453 HIGHWAY 1, LANGDON, ND",7012561080,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=34474 fcc_applicant_email=KNDKKICKSBS@UTMA.COM,,FCC LMS 2026-04-23
KBMK,,88.3 FM,Religious/Christian,Bismarck,ND,234,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=93533 metro=Bismarck licensee=K-LOVE, Inc. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KBMR,,1130 AM,,Bismarck,ND,234,Anderson Broadcasting CO,"P.O. BOX 1233, 3500 E. ROSSER AVE., BISMARCK, ND",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=2207 metro=Bismarck,,FCC LMS 2026-04-23
KBTO,,101.9 FM,,Bottineau,ND,,"Programmers Broadcasting, INC","624 31ST AVE SW, MINOT, ND",7012285151,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=16903 fcc_applicant_email=SUNNYRADIO@HOTMAIL.COM,,FCC LMS 2026-04-23
KBYZ,,96.5 FM,,Bismarck,ND,234,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=43221 metro=Bismarck licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
KCAD,,99.1 FM,,Dickinson,ND,,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=57740 cbsa=Dickinson, ND licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KCBJ,,90.7 FM,Religious/Christian,Jamestown,ND,,Fargo Baptist Church,"718 4th Ave. SW, Jamestown, ND",7012696955,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=767844 cbsa=Jamestown, ND fcc_applicant_email=jimtweeton@gmail.com",,FCC LMS 2026-04-23
KCJB,,910 AM,,Minot,ND,,iHeartMedia,"7136 S. Yale Ave., Suite 501, Tulsa, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=55681 cbsa=Minot, ND licensee=iHM Licenses, LLC fcc_applicant_email=FCCcontact@iHeartmedia.com",,FCC LMS 2026-04-23
KCND,,90.5 FM,,Bismarck,ND,234,"Prairie Public Broadcating, INC","PO BOX 3240, FARGO, ND",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=53317 metro=Bismarck,,FCC LMS 2026-04-23
KDAK,,1600 AM,,Carrington,ND,,"I3g Media, INC","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=68632 fcc_applicant_email=talliecolville@gmail.com,,FCC LMS 2026-04-23
KDDR,,1220 AM,,Oakes,ND,,"I3g Media, INC","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=60499 fcc_applicant_email=talliecolville@gmail.com,,FCC LMS 2026-04-23
KDIX,,1230 AM,,Dickinson,ND,,"Starrdak, Inc","119 2nd Avenue West, Dickinson, ND",7012255133,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=62361 cbsa=Dickinson, ND fcc_applicant_email=mike@kdix.net",,FCC LMS 2026-04-23
KDKT,,1410 AM,,Beulah,ND,,"Digital Syndicate Network, LLC","2155 W. HIGHWAY 89A, SUITE 211, SEDONA, AZ",7018732215,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=41175 fcc_applicant_email=guy@dsnradio.com,,FCC LMS 2026-04-23
KDLR,,1240 AM,,Devils Lake,ND,,"Double Z Broadcasting, INC","320 WEST WALNUT, P.O. BOX 190, DEVILS LAKE, ND",7016627563,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=15272 fcc_applicant_email=CURT@LRRADIOWORKS.COM,,FCC LMS 2026-04-23
KDND,,89.1 FM,Religious/Christian,Dickinson,ND,,Hi-Line Radio Fellowship,"Havre, MT",4069494308,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=768282 cbsa=Dickinson, ND licensee=Hi-Line Radio Fellowship, Inc fcc_applicant_email=ynopfm@gmail.com",,FCC LMS 2026-04-23
KDPR,,89.9 FM,,Dickinson,ND,,"Prairie Public Broadcating, INC","PO BOX 3240, FARGO, ND",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=53326 cbsa=Dickinson, ND",,FCC LMS 2026-04-23
KDSR,,101.1 FM,,Williston,ND,,Williston Community Broadcasting Corporation,"910 EAST BROADWAY, WILLISTON, ND",7015724478,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=56970 cbsa=Williston, ND fcc_applicant_email=Paul@kxgn.com",,FCC LMS 2026-04-23
KDSU,,91.9 FM,College/Educational,Fargo,ND,192,North Dakota State University,"102 Old Main, NDSU Dept 1000, PO Box 6050, FARGO, ND",7012316409,,,,PD — research via AllAccess,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=49213 metro=Fargo-Moorhead fcc_applicant_email=christopher.s.wilson@ndsu.edu,,FCC LMS 2026-04-23
KDVI,,89.9 FM,Religious/Christian,Devils Lake,ND,,American Family Radio,"P.O. DRAWER 2440, TUPELO, MS",6628448888,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=92648 licensee=AMERICAN FAMILY ASSOCIATION fcc_applicant_email=JES@AFA.NET,,FCC LMS 2026-04-23
KDVL,,102.5 FM,,Devils Lake,ND,,"Double Z Broadcasting, INC","320 WEST WALNUT, P.O. BOX 190, DEVILS LAKE, ND",7016627563,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=15271 fcc_applicant_email=CURT@LRRADIOWORKS.COM,,FCC LMS 2026-04-23
KDXN,,105.7 FM,,South Heart,ND,,Totally Amped LLC,"26 W. VILLARD ST., DICKINSON, ND",7012251057,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=169897 cbsa=Dickinson, ND fcc_applicant_email=steve@themix1057.com",,FCC LMS 2026-04-23
KEGK,,106.9 FM,,Wahpeton,ND,,"Radio Wahpeton Breckenridge, LLC","P.O. BOX 9439, FARGO, ND",7012774200,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=25533 cbsa=Wahpeton, ND-MN fcc_applicant_email=brookeingstad@gmail.com",,FCC LMS 2026-04-23
KEYA,,88.5 FM,,Belcourt,ND,,"Keya, INC","P.O. BOX 190, BELCOURT, ND",7014775686,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=4590 fcc_applicant_email=keya@utma.com,,FCC LMS 2026-04-23
KEYZ,,660 AM,,Williston,ND,,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=10511 cbsa=Williston, ND licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
KFAA,,89.5 FM,Religious/Christian,Horace,ND,192,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=92242 cbsa_match=Fargo, ND-MN → Nielsen #192 licensee=K-LOVE, Inc. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KFBN,,88.7 FM,Religious/Christian,Fargo,ND,192,Fargo Baptist Church,"3303 23RD AVE S, FARGO, ND",7012988877,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=82193 metro=Fargo-Moorhead fcc_applicant_email=info@kfbn.org,,FCC LMS 2026-04-23
KFGO,,790 AM,,Fargo,ND,192,"Kfgo, INC","1020 25TH STREET SOUTH, FARGO, ND",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=34421 metro=Fargo-Moorhead,,FCC LMS 2026-04-23
KFGO-FM,,104.7 FM,,Hope,ND,,Midwest Communications,"904 GRAND AVE., WAUSAU, WI",0000000000,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=88502 licensee=MIDWEST COMMUNICATIONS, INC. fcc_applicant_email=paul.rahmlow@mwcradio.com",,FCC LMS 2026-04-23
KFJM,,90.7 FM,College/Educational,Grand Forks,ND,246,University OF North Dakota,"P.O. BOX 8117, GRAND FORKS, ND",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=69406 metro=Grand Forks,,FCC LMS 2026-04-23
KFLK,,88.1 FM,,Minot,ND,,Calvary Chapel Minot,"4600 N. Broadway, Minot, ND",7015094635,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=767009 cbsa=Minot, ND fcc_applicant_email=calvaryminot@gmail.com",,FCC LMS 2026-04-23
KFNW,,1200 AM,College/Educational,West Fargo,ND,192,Northwestern College,"3003  N. SNELLING AVE,, ROSEVILLE, MN",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=49792 cbsa_match=Fargo, ND-MN → Nielsen #192",,FCC LMS 2026-04-23
KFNW-FM,,97.9 FM,College/Educational,Fargo,ND,192,Northwestern College,"3003 SNELLING AVE.NORTH, ROSEVILLE, MN",,,,,,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,FCC svc=FM fac_id=49772 metro=Fargo-Moorhead,,FCC LMS 2026-04-23
KFYR,,550 AM,,Bismarck,ND,234,Shreveport Great Empire Bcng INC,"50 EAST RIVERCENTER BOULEVARD, #1200, COVINGTON, KY",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=41426 metro=Bismarck,,FCC LMS 2026-04-23
KHND,,1470 AM,,Harvey,ND,,"Three WAY Broadcasting, INC","718 LINCOLN AVENUE, P. O. BOX 6, HARVEY, ND",7013244848,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=53309 fcc_applicant_email=traffic@khnd1470.com,,FCC LMS 2026-04-23
KHTZ,,106.9 FM,,Minot,ND,,"RadioDifferently, LLC","12720 137th Ave N, Dayton, MN",5634653233,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=20488 cbsa=Minot, ND fcc_applicant_email=joe@joego.com",,FCC LMS 2026-04-23
KIZZ,,93.7 FM,,Minot,ND,,iHeartMedia,"7136 S. Yale Ave., Suite 501, Tulsa, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=15968 cbsa=Minot, ND licensee=iHM Licenses, LLC fcc_applicant_email=FCCcontact@iHeartmedia.com",,FCC LMS 2026-04-23
KJKJ,,107.5 FM,,Grand Forks,ND,246,Iowa City Broadcasting Company,"5038 HOLIDAY RD, MINNETONKA, MN",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=35012 metro=Grand Forks,,FCC LMS 2026-04-23
KJKL,,89.1 FM,Religious/Christian,Jamestown,ND,,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=94213 cbsa=Jamestown, ND licensee=K-LOVE, Inc. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KJKR,,88.1 FM,Religious/Christian,Jamestown,ND,,Hi-Line Radio Fellowship,"Havre, MT",4062655845,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=177249 cbsa=Jamestown, ND licensee=Hi-line Radio Fellowship, INC fcc_applicant_email=ynopfm@gmail.com",,FCC LMS 2026-04-23
KJND-FM,,90.7 FM,Religious/Christian,Williston,ND,,Hi-Line Radio Fellowship,"Havre, MT",4062655845,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=175935 cbsa=Williston, ND licensee=Hi-line Radio Fellowship, INC fcc_applicant_email=ynopfm@gmail.com",,FCC LMS 2026-04-23
KJTW,,89.9 FM,Religious/Christian,Jamestown,ND,,American Family Radio,"P.O. DRAWER 2440, TUPELO, MS",6628448888,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=93119 cbsa=Jamestown, ND licensee=AMERICAN FAMILY ASSOCIATION fcc_applicant_email=JES@AFA.NET",,FCC LMS 2026-04-23
KKBO,,105.9 FM,,Flasher,ND,234,"Radio Bismarck Mandan, LLC","409 N. 4TH STREET, BISMARCK, ND",7017514757,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=166041 cbsa_match=Bismarck, ND → Nielsen #234 fcc_applicant_email=BOBDENVER@MOJO1075.COM",,FCC LMS 2026-04-23
KKCT,,97.5 FM,,Bismarck,ND,234,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=31176 metro=Bismarck licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
KKWZ,,95.3 FM,,Rugby,ND,,"Rugby Broadcasters, INC","230 HWY 2 SE, RUGBY, ND",7017765254,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=165964 fcc_applicant_email=KZZJ@KZZJ.COM,,FCC LMS 2026-04-23
KKXL,,1440 AM,,Grand Forks,ND,246,CD Broadcasting Corporation OF Sturgis,"PO BOX 1248, MINNETONKA, MN",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=20324 metro=Grand Forks,,FCC LMS 2026-04-23
KKXL-FM,,92.9 FM,,Grand Forks,ND,246,Iowa City Broadcasting Company,"5038 HOLIDAY RD, MINNETONKA, MN",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=20325 metro=Grand Forks,,FCC LMS 2026-04-23
KLBF,,89.1 FM,College/Educational,Lincoln,ND,234,University OF Northwestern - St. Paul,"3003 SNELLING AVE N., ST. PAUL, MN",6516315009,,,,PD — research via AllAccess,,"Monday,Tuesday,Wednesday,Thursday",14:00,17:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=91457 cbsa_match=Bismarck, ND → Nielsen #234 fcc_applicant_email=sajones@unwsp.edu",,FCC LMS 2026-04-23
KLDQ,,100.7 FM,Religious/Christian,Harwood,ND,192,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=77951 cbsa_match=Fargo, ND-MN → Nielsen #192 licensee=K-LOVE, Inc. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KLME,,95.7 FM,,Langdon,ND,,"Continental Broadcasting, INC","ROUTE 5, P.O. BOX 9, LANGDON, ND",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=35212,,FCC LMS 2026-04-23
KLTC,,1460 AM,,Dickinson,ND,,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=71870 cbsa=Dickinson, ND licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KLXX,,1270 AM,,Bismarck-Mandan,ND,234,Townsquare Media,"4 Manhattanville Road, Suite 107, Purchase, NY",2038610900,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=43223 cbsa_match=Bismarck, ND → Nielsen #234 licensee=Townsquare License, LLC fcc_applicant_email=fcccontact@townsquaremedia.com",,FCC LMS 2026-04-23
KMAV-FM,,105.5 FM,,Mayville,ND,,"Kmav Radio, INC","P.O. BOX 216, MAYVILLE, ND",,,,,,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=54335,,FCC LMS 2026-04-23
KMHA,,91.3 FM,,Four Bears,ND,,Fort Berthold Communications Enterprises,"HCR 3, P.O.BOX 1, NEW TOWN, ND",7014219192,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=22806 fcc_applicant_email=directorfbce@gmail.com,,FCC LMS 2026-04-23
KMPR,,88.9 FM,,Minot,ND,,"Prairie Public Broadcating, INC","PO BOX 3240, FARGO, ND",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=53319 cbsa=Minot, ND",,FCC LMS 2026-04-23
KMSR,,1520 AM,,Northwood,ND,246,"Kmav Radio, INC","P.O. BOX 216, MAYVILLE, ND",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=54336 cbsa_match=Grand Forks, ND-MN → Nielsen #246",,FCC LMS 2026-04-23
KMXA-FM,,99.9 FM,,Minot,ND,,iHeartMedia,"7136 S. Yale Ave., Suite 501, Tulsa, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=34996 cbsa=Minot, ND licensee=iHM Licenses, LLC fcc_applicant_email=FCCcontact@iHeartmedia.com",,FCC LMS 2026-04-23
KNDC,,1490 AM,,Hettinger,ND,,"Radd Media, LLC","211 4th Ave. East, Lemmon, SD",6053502793,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=27100 fcc_applicant_email=kbjm@cdplains.com,,FCC LMS 2026-04-23
KNDK,,1080 AM,,Langdon,ND,,"Kndk, INC","1403 THIRD STREET, LANGDON, ND",7012561080,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=35211 fcc_applicant_email=kndkkicksbs@utma.com,,FCC LMS 2026-04-23
KNDL,,100.7 FM,Religious/Christian,Berthold,ND,,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=184822 cbsa=Minot, ND licensee=K-LOVE, INC. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KNDR,,104.7 FM,,Mandan,ND,234,"Central Dakota Enterprises, INC","PO BOX 516, MANDAN, ND",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=9869 cbsa_match=Bismarck, ND → Nielsen #234",,FCC LMS 2026-04-23
KNDW,,91.7 FM,Religious/Christian,Williston,ND,,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=122472 cbsa=Williston, ND licensee=K-LOVE, Inc. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KNFL,,740 AM,,Fargo,ND,192,Midwest Communications,"904 GRAND AVE., WAUSAU, WI",0000000000,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=135847 metro=Fargo-Moorhead licensee=MIDWEST COMMUNICATIONS, INC. fcc_applicant_email=paul.rahmlow@mwcradio.com",,FCC LMS 2026-04-23
KNOX,,1310 AM,,Grand Forks,ND,246,"Leighton Enterprises, INC","SAINT CLOUD, MN",3202511450,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=54592 metro=Grand Forks fcc_applicant_email=John@JWKingLaw.com,,FCC LMS 2026-04-23
KNRI,,89.7 FM,Religious/Christian,Bismarck,ND,234,Educational Media Foundation (K-LOVE/Air1),"2000 Reams Fleming Boulevard, Franklin, TN",9162511600,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",09:00,11:00,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=93595 metro=Bismarck licensee=K-LOVE, Inc. fcc_applicant_email=fccdocumentdistribution@emfbroadcasting.com",,FCC LMS 2026-04-23
KOVC,,1490 AM,,Valley City,ND,,"I3g Media, INC","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=60497 fcc_applicant_email=talliecolville@gmail.com,,FCC LMS 2026-04-23
KOYY,,93.7 FM,,Fargo,ND,192,Midwest Communications,"904 GRAND AVE., WAUSAU, WI",0000000000,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=22123 metro=Fargo-Moorhead licensee=MIDWEST COMMUNICATIONS, INC. fcc_applicant_email=paul.rahmlow@mwcradio.com",,FCC LMS 2026-04-23
KPFX,,107.9 FM,,Kindred,ND,192,"Radio Fargo-moorhead, INC","2720 7th Ave. South, FARGO, ND",7012774200,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=47310 cbsa_match=Fargo, ND-MN → Nielsen #192 fcc_applicant_email=JINGSTADHOMEOFFICE@GMAIL.COM",,FCC LMS 2026-04-23
KPHA,,91.7 FM,,Mandan,ND,234,Real Presence Radio,"503 7th Street North, Suite 101, Fargo, ND",7017950122,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=172316 cbsa_match=Bismarck, ND → Nielsen #234 fcc_applicant_email=mark@yourcatholicradiostation.com",,FCC LMS 2026-04-23
KPOK,,1340 AM,,Bowman,ND,,"JAK Communications, Limited Liability Company","401 3rd Ave NE, PO, Bowman, ND",7012060569,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=67796 fcc_applicant_email=KPOK@NDSUPERNET.COM,,FCC LMS 2026-04-23
KPPD,,91.7 FM,,Devils Lake,ND,,"Prairie Public Broadcasting, INC","PO BOX 3240, FARGO, ND",7012416900,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=165891 fcc_applicant_email=JANDERSON@PRAIRIEPUBLIC.ORG,,FCC LMS 2026-04-23
KPPR,,89.5 FM,,Williston,ND,,"Prairie Public B/cng, INC","207 N 5TH ST/PO BOX 3240, FARGO, ND",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=53327 cbsa=Williston, ND",,FCC LMS 2026-04-23
KPPW,,88.7 FM,,Williston,ND,,"Prairie Public Broadcasting, INC","PO BOX 3240, FARGO, ND",7012416900,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=174363 cbsa=Williston, ND fcc_applicant_email=JANDERSON@PRAIRIEPUBLIC.ORG",,FCC LMS 2026-04-23
KPRJ,,91.5 FM,,Jamestown,ND,,"Prairie Public Broadcating, INC","PO BOX 3240, FARGO, ND",,,,,,,,,,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=53314 cbsa=Jamestown, ND",,FCC LMS 2026-04-23
KQDJ,,1400 AM,,Jamestown,ND,,"I3g Media, INC","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=68626 cbsa=Jamestown, ND fcc_applicant_email=talliecolville@gmail.com",,FCC LMS 2026-04-23
KQDJ-FM,,101.1 FM,,Valley City,ND,,"I3g Media, INC","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=60498 fcc_applicant_email=talliecolville@gmail.com,,FCC LMS 2026-04-23
KQDY,,94.5 FM,,Bismarck,ND,234,iHeartMedia,"7136 S. YALE AVENUE, SUITE 501, TULSA, OK",9186644581,,,,PD — research via AllAccess,,"Tuesday,Wednesday,Thursday",10:00,11:30,CT,,,,UNVERIFIED,"FCC svc=FM fac_id=2204 metro=Bismarck licensee=IHM LICENSES, LLC fcc_applicant_email=FCCCONTACT@IHEARTMEDIA.COM",,FCC LMS 2026-04-23
KQLX,,890 AM,,Lisbon,ND,,"I3G Media, Inc","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=AM fac_id=60189 fcc_applicant_email=talliecolville@gmail.com,,FCC LMS 2026-04-23
KQLX-FM,,106.1 FM,,Lisbon,ND,,"I3G Media, Inc","136 Central Ave North, Valley City, ND",7018451490,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=60188 fcc_applicant_email=talliecolville@gmail.com,,FCC LMS 2026-04-23
KQLZ,,95.7 FM,,New England,ND,,Dickinson Belfield Broadcasting Corporation,"210 SOUTH DOUGLAS, GLENDIVE, MT",7015724478,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,FCC svc=FM fac_id=164305 fcc_applicant_email=PAUL@KXGN.COM,,FCC LMS 2026-04-23
KQWB,,1660 AM,,West Fargo,ND,192,"Radio Fargo-moorhead, INC","2720 7th Ave South, FARGO, ND",7012774200,,,,PD — research via AllAccess,,,,,CT,,,,UNVERIFIED,"FCC svc=AM fac_id=87146 cbsa_match=Fargo, ND-MN → Nielsen #192 fcc_applicant_email=JINGSTADHOMEOFFICE@GMAIL.COM",,FCC LMS 2026-04-23
